O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",10
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-9111.00,Packaging and Filling Machine Operators and Tenders,2
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-2021.00,"Coil Winders, Tapers, and Finishers",3
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-5113.00,Print Binding and Finishing Workers,4
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",5
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",6
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",7
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",8
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4052.00,"Pourers and Casters, Metal",9
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6042.00,Shoe Machine Operators and Tenders,10
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9191.00,Adhesive Bonding Machine Operators and Tenders,1
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9111.00,Packaging and Filling Machine Operators and Tenders,2
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",4
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",5
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9195.07,Molding and Casting Workers,6
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",7
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-4121.07,Solderers and Brazers,8
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-5113.00,Print Binding and Finishing Workers,9
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",10
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9191.00,Adhesive Bonding Machine Operators and Tenders,3
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9195.07,Molding and Casting Workers,4
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",5
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",6
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9111.00,Packaging and Filling Machine Operators and Tenders,7
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",9
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10
51-6092.00,Fabric and Apparel Patternmakers,17-3031.02,Mapping Technicians,1
51-6092.00,Fabric and Apparel Patternmakers,17-3012.02,Electrical Drafters,2
51-6092.00,Fabric and Apparel Patternmakers,43-9011.00,Computer Operators,3
51-6092.00,Fabric and Apparel Patternmakers,17-3013.00,Mechanical Drafters,4
51-6092.00,Fabric and Apparel Patternmakers,43-9031.00,Desktop Publishers,5
51-6092.00,Fabric and Apparel Patternmakers,17-3011.02,Civil Drafters,6
51-6092.00,Fabric and Apparel Patternmakers,51-5111.00,Prepress Technicians and Workers,7
51-6092.00,Fabric and Apparel Patternmakers,17-3022.00,Civil Engineering Technicians,8
51-6092.00,Fabric and Apparel Patternmakers,27-1022.00,Fashion Designers,9
51-6092.00,Fabric and Apparel Patternmakers,51-7031.00,"Model Makers, Wood",10
51-6093.00,Upholsterers,51-5113.00,Print Binding and Finishing Workers,1
51-6093.00,Upholsterers,51-9191.00,Adhesive Bonding Machine Operators and Tenders,2
51-6093.00,Upholsterers,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3
51-6093.00,Upholsterers,51-4121.07,Solderers and Brazers,4
51-6093.00,Upholsterers,51-9111.00,Packaging and Filling Machine Operators and Tenders,5
51-6093.00,Upholsterers,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",6
51-6093.00,Upholsterers,51-9195.07,Molding and Casting Workers,7
51-6093.00,Upholsterers,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",8
51-6093.00,Upholsterers,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",9
51-6093.00,Upholsterers,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",10
51-7011.00,Cabinetmakers and Bench Carpenters,51-7032.00,"Patternmakers, Wood",1
51-7011.00,Cabinetmakers and Bench Carpenters,51-4041.00,Machinists,2
51-7011.00,Cabinetmakers and Bench Carpenters,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3
51-7011.00,Cabinetmakers and Bench Carpenters,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4
51-7011.00,Cabinetmakers and Bench Carpenters,51-4061.00,"Model Makers, Metal and Plastic",5
51-7011.00,Cabinetmakers and Bench Carpenters,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",6
51-7011.00,Cabinetmakers and Bench Carpenters,51-5112.00,Printing Press Operators,7
51-7011.00,Cabinetmakers and Bench Carpenters,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",8
51-7011.00,Cabinetmakers and Bench Carpenters,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",9
51-7011.00,Cabinetmakers and Bench Carpenters,51-4062.00,"Patternmakers, Metal and Plastic",10
51-7021.00,Furniture Finishers,51-9198.00,Helpers--Production Workers,1
51-7021.00,Furniture Finishers,51-9122.00,"Painters, Transportation Equipment",2
51-7021.00,Furniture Finishers,51-9195.07,Molding and Casting Workers,3
51-7021.00,Furniture Finishers,37-3011.00,Landscaping and Groundskeeping Workers,4
51-7021.00,Furniture Finishers,51-4052.00,"Pourers and Casters, Metal",5
51-7021.00,Furniture Finishers,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",6
51-7021.00,Furniture Finishers,49-3093.00,Tire Repairers and Changers,7
51-7021.00,Furniture Finishers,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8
51-7021.00,Furniture Finishers,51-9022.00,"Grinding and Polishing Workers, Hand",9
51-7021.00,Furniture Finishers,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",10
51-7031.00,"Model Makers, Wood",51-4062.00,"Patternmakers, Metal and Plastic",1
51-7031.00,"Model Makers, Wood",51-7032.00,"Patternmakers, Wood",2
51-7031.00,"Model Makers, Wood",51-4111.00,Tool and Die Makers,3
51-7031.00,"Model Makers, Wood",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",4
51-7031.00,"Model Makers, Wood",51-4061.00,"Model Makers, Metal and Plastic",5
51-7031.00,"Model Makers, Wood",51-4041.00,Machinists,6
51-7031.00,"Model Makers, Wood",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7
51-7031.00,"Model Makers, Wood",51-7011.00,Cabinetmakers and Bench Carpenters,8
51-7031.00,"Model Makers, Wood",51-9071.07,Precious Metal Workers,9
51-7031.00,"Model Makers, Wood",51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",10
51-7032.00,"Patternmakers, Wood",51-4061.00,"Model Makers, Metal and Plastic",1
51-7032.00,"Patternmakers, Wood",51-4062.00,"Patternmakers, Metal and Plastic",2
51-7032.00,"Patternmakers, Wood",51-7011.00,Cabinetmakers and Bench Carpenters,3
51-7032.00,"Patternmakers, Wood",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
51-7032.00,"Patternmakers, Wood",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",5
51-7032.00,"Patternmakers, Wood",51-4041.00,Machinists,6
51-7032.00,"Patternmakers, Wood",51-4111.00,Tool and Die Makers,7
51-7032.00,"Patternmakers, Wood",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8
51-7032.00,"Patternmakers, Wood",51-5112.00,Printing Press Operators,9
51-7032.00,"Patternmakers, Wood",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",10
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-2031.00,Engine and Other Machine Assemblers,3
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9195.07,Molding and Casting Workers,5
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",6
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",53-7063.00,Machine Feeders and Offbearers,7
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-5113.00,Print Binding and Finishing Workers,8
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-4121.06,"Welders, Cutters, and Welder Fitters",9
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",10
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",4
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",5
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-5113.00,Print Binding and Finishing Workers,6
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-4121.06,"Welders, Cutters, and Welder Fitters",7
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-2031.00,Engine and Other Machine Assemblers,8
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",9
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10
51-8011.00,Nuclear Power Reactor Operators,19-4051.02,Nuclear Monitoring Technicians,1
51-8011.00,Nuclear Power Reactor Operators,19-4051.01,Nuclear Equipment Operation Technicians,2
51-8011.00,Nuclear Power Reactor Operators,51-8012.00,Power Distributors and Dispatchers,3
51-8011.00,Nuclear Power Reactor Operators,51-8013.00,Power Plant Operators,4
51-8011.00,Nuclear Power Reactor Operators,17-3027.00,Mechanical Engineering Technicians,5
51-8011.00,Nuclear Power Reactor Operators,19-4031.00,Chemical Technicians,6
51-8011.00,Nuclear Power Reactor Operators,17-3029.09,Manufacturing Production Technicians,7
51-8011.00,Nuclear Power Reactor Operators,51-8092.00,Gas Plant Operators,8
51-8011.00,Nuclear Power Reactor Operators,51-9011.00,Chemical Equipment Operators and Tenders,9
51-8011.00,Nuclear Power Reactor Operators,51-8091.00,Chemical Plant and System Operators,10
51-8012.00,Power Distributors and Dispatchers,53-2022.00,Airfield Operations Specialists,1
51-8012.00,Power Distributors and Dispatchers,19-4051.02,Nuclear Monitoring Technicians,2
51-8012.00,Power Distributors and Dispatchers,17-3022.00,Civil Engineering Technicians,3
51-8012.00,Power Distributors and Dispatchers,33-3021.02,Police Identification and Records Officers,4
51-8012.00,Power Distributors and Dispatchers,51-8011.00,Nuclear Power Reactor Operators,5
51-8012.00,Power Distributors and Dispatchers,15-1151.00,Computer User Support Specialists,6
51-8012.00,Power Distributors and Dispatchers,17-3027.00,Mechanical Engineering Technicians,7
51-8012.00,Power Distributors and Dispatchers,17-3023.03,Electrical Engineering Technicians,8
51-8012.00,Power Distributors and Dispatchers,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,9
51-8012.00,Power Distributors and Dispatchers,17-3031.01,Surveying Technicians,10
51-8013.00,Power Plant Operators,51-8092.00,Gas Plant Operators,1
51-8013.00,Power Plant Operators,51-8021.00,Stationary Engineers and Boiler Operators,2
51-8013.00,Power Plant Operators,19-4051.01,Nuclear Equipment Operation Technicians,3
51-8013.00,Power Plant Operators,53-7071.00,Gas Compressor and Gas Pumping Station Operators,4
51-8013.00,Power Plant Operators,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",5
51-8013.00,Power Plant Operators,49-9097.00,Signal and Track Switch Repairers,6
51-8013.00,Power Plant Operators,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",7
51-8013.00,Power Plant Operators,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",8
51-8013.00,Power Plant Operators,17-3029.09,Manufacturing Production Technicians,9
